class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,41712,,60,60,0,0,0,0,0,0,1188,793930,1826602,433080,28984,812,1322512,0,0,0,0,0,2930610,2691148,372642,183826,0,0,0,0,224,50,0,0,0,0,0,124496,1855488,688428,416184,0,2030,400,942,31682,1935068,1108836,5638,0,0,0,1103162,645108,337536,291794,264388,290532,152076,0,0,0,3303914,166,160,378,42,1322512,25946,218404,153414,121460,154860,,,,,,,89800,41711.05,3303914,3303914,3279886,18687,55166,84654,876940,3084596,1209600,106192,2,136,0,2653442.88,0.0,428105.28,0,0,0,0,0,114254,1061760,1578564,311686,14850,3252,230,160,184,3303914,,4030,560,6168,115744,226974,1991854,716928,22232,106,0,88,222,1406006,63320,0,119604,0,44,2684052,2252,140,0,0,0,0,0,0,0,0,14782,43476,7314,0,0,98970,14962,4169940,631560,0,0,0,0,1723140,1244.22,1424,452482,757832,473842,225268,407838,321788,204498,111318,126914,2816,0,0
neg,60,,12,12,0,0,0,0,0,0,126,28,8494,7324,0,0,5488,0,0,0,0,0,23128,20212,5450,1084,0,0,0,0,78,28,0,0,0,0,0,0,15972,0,0,0,92,22,60,90,5648,10052,8,0,0,0,13712,1884,248,86,20,10,10,2,0,0,28592,2,4,4,0,5488,348,2452,2918,,,,,,,,,5300,59.11,28592,28592,31200,28,0,2702,28380,15972,1209600,1036,2,6,0,9105.6,0.0,6783.36,0,0,0,0,0,52,7692,7424,740,64,0,0,0,6,28592,,148,18,44,1344,1634,4752,6668,1354,10,0,14,148,9682,136,0,6,0,8,9744,74,54,0,0,0,0,0,0,0,0,216,0,0,0,0,616,130,21140,2112,0,0,0,0,0,54.36,60,7678,6614,1404,56,178,42,0,0,0,0,0,0
neg,1546,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,50972,0,94,0,13518,21810,115640,111950,36472,7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165798,8,12,4,14,50972,1472,18208,18140,,,,,,,,,35480,1546.15,165798,165798,478,0,3598,15928,164620,0,1209600,0,,,,92735.04,0.0,41549.76,0,0,0,0,0,0,0,0,0,0,0,0,,60,165798,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,282,124,0,0,0,0,0,0,0,0,1390,1186,306,0,0,3114,524,432480,66920,0,0,0,0,546170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,42292,2,712,,0,0,0,0,0,80368,797502,2107138,1123282,303108,63286,430,1779470,0,0,0,37514,63410,3616224,2932780,1003758,624614,2,0,0,0,940,572,0,0,0,0,0,0,47312,1334030,3093772,0,5490,844,638,2044,24176,393230,3895352,73076,80264,0,2198364,1089816,375036,224152,140650,98956,76270,71906,44272,155692,4658634,5268,5220,5230,2,1779470,70950,244356,756970,238240,248560,289740,,,,,,217620,42292.49,4658634,4658634,4625284,17366,244,95640,1019060,4477856,1209600,180948,,,,2964191.04,472188.48,1037444.16,16,430,0,17032,207086,653530,1763562,1234800,412982,152334,27468,6320,,262,4658634,0,6578,1098,890056,412324,343272,2347218,457532,16576,460,0,,,,,,,,,,20890,538,0,0,73300,512668,0,0,0,0,35350,5302,1152,9338960,1170278,148838,21890,92940,11350,4621454,49172,0,0,2292490,2210.34,2184,1581716,873522,599616,213808,684600,102048,345784,73768,252,0,0,0
pos,1194740,,,,0,0,0,0,146492,4815940,19429902,24993854,12513140,1106272,47290,328,15765364,8368,72,,34762578,48236658,14703854,42940816,19045584,1735732,0,320346,85134,20738,4556,1698,0,0,0,0,0,2132,803284,25916562,36331240,0,65162,51304,91716,193664,1972002,60679352,18,0,0,0,9732202,28845398,12676732,4620480,2230074,1340812,1138578,1221100,813250,434592,68534722,67928,38242,161154,5794,15765364,310004,6254682,12772196,344320,306140,334380,337660,307300,383200,344080,339080,184160,1194740.46,68534722,68534722,68293200,371805,53174,,650380,63053218,1209600,1212696,,,,57118222.08,0.0,5879507.52,82944,,16986,1814556,10890048,24975044,18471684,5958694,828190,88744,9044,228,,29208,68534722,,61544,13976,4083134,1861368,29897632,26955346,180218,0,0,0,198,9396,31524152,10955236,980,25936,0,0,32017880,55832,1706,,,,,,,,,863344,229302,46582,2559624476,17950126,2221994,339828,105120,209096,66512770,71578,0,0,,1.06,0,6291242,6489540,3215632,1813396,3595380,4267248,12594944,24516102,269734,0,0,0
neg,13098,,184,160,0,0,0,0,0,0,306,97174,599578,141392,10380,0,450598,0,0,0,0,0,774346,688866,132724,68612,0,0,0,0,402,102,0,0,0,0,0,52360,430184,330344,35942,0,564,296,872,99708,503378,243986,26,0,0,0,283332,210926,59794,44688,35204,35516,50336,128832,202,0,907246,172,656,404,0,450598,11760,74948,57534,,,,,,,,,131080,13097.03,907246,907246,908652,6124,3970,89572,905500,848830,1209600,27284,0,68,0,764755.2,0.0,82909.44,0,0,0,0,0,24028,363404,389624,68028,3048,634,64,4,12,907246,,1286,168,12790,46504,25792,386224,362390,13402,274,0,304,280,660542,66798,40,14094,0,0,775320,674,40,0,0,0,0,0,0,0,0,6206,14264,2338,0,0,26282,4388,248120,26506,119270,1198,0,0,948470,361.58,362,89602,154700,130738,63220,132356,147426,63722,33230,33768,68,0,0
neg,59060,,106,82,0,0,0,0,0,0,1766,578204,2306428,643354,20400,1886,1805314,31458,0,0,0,0,3100426,2618536,769246,368038,0,0,0,0,342,142,0,0,0,0,0,8564,889768,2320068,333638,0,4874,2378,2686,10794,1623948,1905856,1502,0,0,0,1277048,769318,298090,231442,187684,248550,521294,18612,0,0,3870754,22,20,342,0,1805314,59750,424402,341770,230280,261120,210420,,,,,,57960,59059.92,3870754,3870754,3839326,23010,5310,15704,230380,3552038,1209600,98162,0,118,0,3233088.0,0.0,314636.16,0,0,0,0,0,201520,1539288,1380940,395916,30698,3634,42,1796,1802,3870754,,8046,862,100342,154830,195686,2605930,475154,11168,20,0,202,396,997614,92454,14,3560,0,0,3249664,2750,306,0,0,0,0,0,0,0,0,36624,54978,11610,0,0,121278,15746,3928440,486096,0,0,0,0,1362050,1900.72,2102,339446,496708,486508,255940,558928,704186,395312,133454,178970,2586,0,0
neg,8328,,0,,0,0,0,0,0,2880,99010,246176,128414,0,0,0,205214,0,0,0,6462,8996,439716,410792,53564,26704,0,0,0,0,0,0,0,894,5254,6854,14336,18218,141582,157712,131630,0,246,52,72,112,1326,474666,4,2,0,0,128970,176040,115576,31534,12136,6744,3804,1676,0,0,499838,2,0,1088,0,205214,5156,21584,31644,,,,,,,,,52400,8328.78,499838,499838,502218,1635,44568,49464,498720,476480,1209600,0,,,,429741.12,8.64,46305.6,0,50,0,0,57168,196144,193838,26552,1986,674,118,0,,0,499838,,506,74,300,35366,26832,363860,47446,2096,0,0,,,,,,,,,,294,58,0,0,0,28,0,0,0,0,2458,0,0,0,0,0,0,0,0,0,0,0,0,5825010,173.34,214,49456,50824,28722,16356,76332,181130,23318,49502,840,0,0,0
neg,29358,,0,,0,0,0,0,0,0,1318,530610,982634,131886,4196,0,889800,0,276,0,0,0,1602464,1516582,139914,69490,0,0,0,0,0,0,0,0,0,0,0,9106,840804,340082,460652,0,3634,2892,5846,13700,587464,1029826,7282,0,0,0,513630,214518,120242,100388,95556,137486,397612,71212,0,0,1742564,0,118,20,32,889800,16446,86180,53436,102260,1310700,1310700,1310700,1310700,1310700,1310700,1310700,35520,29358.37,1742564,1742564,1736464,13176,103602,52202,530720,1650644,1209600,0,,,,1502287.68,0.0,145142.4,,,0,0,0,109416,745798,669058,114700,10254,1396,22,,0,1742564,,3116,222,66568,60558,70376,1193278,251956,4564,6,0,,,,,,,,,,824,60,0,0,0,0,0,0,0,0,6892,24752,4962,0,0,64780,12458,1120220,314250,0,0,0,0,28358390,,,155788,221656,201866,95382,180072,165074,174798,162750,292422,836,0,0
neg,14,,48,26,0,0,0,0,0,0,292,3986,2720,0,0,0,2980,0,0,0,0,114,6384,4378,11294,674,0,0,0,0,26,20,0,0,0,0,0,0,0,2154,4844,0,94,14,14,30,2418,4428,0,0,0,0,5586,538,190,134,44,44,344,118,0,0,17704,2,2,0,0,2980,138,9158,2092,,,,,,,,,11160,13.77,17704,17704,18948,22,0,1662,17500,6998,1209600,286,2,4,0,1769.28,0.0,4137.6,0,20,0,0,114,3400,2754,436,294,0,0,0,0,12,17704,,922,18,10,8,526,200,4724,568,22,0,66,38,2168,0,0,0,0,0,2168,50,46,0,0,0,0,0,0,0,0,128,0,0,902,276,66,22,1000,82,18346,20,0,0,0,66.4,52,5316,1244,184,52,102,40,34,26,0,0,0,0
neg,44,0,2,,0,0,0,0,0,0,1080,7908,4424,0,0,0,5246,0,0,0,0,0,19156,14778,15162,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13412,0,1226,6,18,10,62,12078,12,0,0,0,10118,1600,442,388,114,512,120,60,30,28,34352,0,2,8,0,5246,356,10358,4744,,,,,,,,,14800,43.66,34352,34352,33396,42,44,3184,33940,13512,1209600,0,,,,5228.16,0.0,7181.76,0,20,0,0,698,1502,8642,2344,196,22,8,0,,6,34352,0,1178,34,612,1736,988,4138,4016,642,68,0,,,,,,,,,,96,60,0,0,0,0,0,0,0,0,336,0,0,0,0,284,54,16060,1624,0,0,0,0,0,158.46,104,8290,3520,928,196,276,52,38,112,0,0,0,0
neg,186570,0,2208,2056,458,518,0,0,0,340918,6095006,3345858,286360,32664,1646,0,3707706,7934,0,0,498902,732732,8312680,7771576,1949198,715378,0,0,0,0,964,6068,0,0,0,0,0,0,35900,3996362,6070190,0,8812,3588,5010,7814,20196,9650330,354232,52470,0,0,4193288,2762790,947970,632380,467548,313738,222468,176592,101560,284118,10763664,5786,10150,2404,2,3707706,124074,835398,1105130,214400,242740,216540,226440,241600,208960,194260,233860,144260,186570.7,10763664,10763664,10603560,49771,142,89040,1060440,10108888,1209600,230772,0,222,0,9161556.48,0.0,936620.16,12,1696,0,612,408026,1537728,3578390,3390078,957774,221056,8756,32,0,624,10763664,0,15036,2120,604522,322690,338154,8080000,708982,30732,216,0,1386,10806,9287646,5867774,0,3228,0,0,9288924,11692,1232,0,0,0,0,0,0,0,0,66182,17486,2380,10322796,1396672,257210,39168,16000,1804,10515106,82342,0,0,6570750,4991.22,5178,1012086,1095528,495296,272378,425234,676860,5868044,254158,2836,32,0,0
pos,1380512,,,,,,0,48358,689722,8614954,24667448,24584200,9240220,1629096,88404,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,40610,42190348,27331444,0,889578,640784,650036,523094,12804828,54054072,10,0,0,0,22379660,20810352,8559156,5572872,3472434,2644044,3558492,2478614,85920,858,0,,,,,0,0,0,0,,,,,,,,,0,1380512.81,0,0,70980836,434940,,0,0,69562402,1209600,,,,,88118282.88,12213687.36,21556275.84,20326,30770,76252,2067104,14815776,28536394,18965510,4864936,204474,29682,2274,0,,,0,,20412,5248,14945890,6389486,16410514,31621664,169188,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7722.94,10064,19708774,14537708,5686908,2194334,4791082,16560344,4793402,1074222,215628,0,,
neg,6,0,20,10,2,2,0,0,0,242,2862,1496,1462,0,0,0,1924,0,114,0,1116,2458,14310,13380,5778,268,0,0,0,0,40,14,0,0,0,0,0,0,0,0,6062,0,1126,2,6,4,16,2094,2116,698,0,0,4396,452,146,348,86,504,36,80,14,0,21228,0,4,0,0,1924,106,3728,2000,,,,,,,,,5660,6.41,21228,21228,21888,29,80,2028,21060,6096,1209600,310,0,6,0,1868.16,0,3152.64,0,8,0,0,2988,260,1682,946,124,62,0,0,2,14,21228,0,1116,0,12,4,312,764,2802,980,72,0,14,14,1306,134,0,0,0,0,2252,42,48,0,0,0,0,0,0,0,0,162,0,0,84,130,52,28,2900,320,2,14,0,0,0,83.92,36,4340,1452,86,18,60,106,0,0,0,0,0,0
neg,1084202,,,,0,0,0,3808,419386,5982232,23190876,20689644,7819250,885794,39510,70,20994370,74180,0,,3610546,5455286,48192374,47389612,14312172,3561680,,0,0,0,9108,6146,0,0,0,0,0,53782,3494824,25972920,29509044,0,126872,57518,134170,230048,17900416,40581420,120,6,0,0,7441436,15077086,13659404,8188930,5022880,3083442,2240072,2379202,1353950,584168,66124446,,,57326,0,20994370,623010,7717282,6533948,240060,240660,210000,278700,312860,387020,327700,259560,168540,1084202.47,66124446,66124446,66117570,331440,,,668040,59030570,1209600,1516060,,,,51993108.48,0.0,6970124.16,,,3288,1131224,9224306,15619490,18799862,11263312,2646252,306348,34552,1936,,,66124446,,49756,10760,2944370,2025548,3034154,46370876,4460704,134396,6,0,3140,19536,42360592,13809646,12498,206758,0,0,47965890,37392,,,,,,,,,,351538,,,,,,,,,,,,,,,,7236408,6169258,4202504,1981468,3487824,2839146,4794056,27733074,586816,16,,
neg,279732,,0,,0,0,0,0,0,4214,399096,4274146,10585654,2579496,5722,0,8808924,0,480,0,4810,8064,15875386,14096488,2482204,1476160,0,0,0,0,0,0,0,0,0,0,0,284030,5808048,10254538,1501712,0,26152,20080,22864,34552,3996576,13737482,10588,28,6,0,6880366,2614610,1380980,991988,787024,824468,1605720,2257992,479556,25624,18366058,494,1314,1364,1272,8808924,223926,1241504,1231504,197080,157600,167340,174520,171720,169100,173460,198740,26080,279731.68,18366058,18366058,18143346,133464,705070,119016,180700,17848328,1209600,0,,,,16008531.84,0.0,1820042.88,,,0,12,51784,1489620,7931692,7527904,750378,82600,14138,200,,0,18366058,,17154,2922,662958,943522,1295448,13820712,1091982,13624,6,0,,,,,,,,,,13818,230,0,0,0,0,0,0,0,0,125252,282058,49346,0,0,645650,106816,21803140,4176846,0,0,0,0,84588550,,,1912602,3654826,2421032,1119074,2224716,2211258,1780598,1051140,1406734,66348,0,0
neg,64034,,0,,0,0,0,0,0,0,1726,986420,3488428,1108278,91846,594,2588750,1638,0,0,0,0,4950646,4407780,939452,457576,0,0,0,0,0,0,0,0,0,0,0,0,1517634,2297620,1862038,0,7858,7426,15572,30832,2152730,3455534,7336,4,0,0,3262524,683134,378304,272354,216602,217742,321566,269592,54020,1454,5890940,174,220,1166,160,2588750,76802,389068,548808,206580,180700,166300,205740,,,,,171380,64033.61,5890940,5890940,5835900,27133,311484,98686,1042300,5677292,1209600,0,,,,4148936.64,0,1521954.24,0,0,0,0,0,252984,2633600,2280292,462540,43594,4254,28,,0,5890940,,5376,772,335956,1127192,670530,3343296,190636,3530,4,0,,,,,,,,,,2872,162,0,0,0,0,0,0,0,0,38460,51722,11916,0,0,171016,31010,11445800,1345544,0,0,0,0,34033630,1768.6,1974,1568860,1151092,579404,342596,1072038,648234,246614,58710,9592,152,0,0
neg,42,0,2130706432,80,0,6,0,0,0,0,8970,2194,1562,0,0,0,1868,0,0,0,2234,4352,8418,7676,18090,868,0,0,0,0,46,54,0,0,0,0,0,0,0,0,12726,0,126,96,896,78,34,11030,466,0,0,0,8586,1744,372,188,224,254,522,306,140,390,28790,0,6,0,0,1868,258,13674,4384,,,,,,,,,17820,42.17,28790,28790,30220,56,0,2766,28440,12808,1209600,948,4,10,0,6157.44,0.0,5530.56,2,16,0,0,6496,3058,2026,606,536,4,0,0,4,6,28790,0,1200,18,254,112,474,2430,7146,1084,8,0,122,104,6088,104,0,0,0,0,6490,80,76,0,0,0,0,0,0,0,0,386,0,0,0,0,234,72,20600,2108,5660,58,2,4,0,1.12,76,7068,4250,1020,94,138,70,86,0,0,0,0,0
neg,30370,,1238,1128,0,0,0,0,0,0,1814,167808,1282650,503546,45134,2208,935990,0,0,0,0,0,1845944,1674922,270560,143494,0,0,0,0,1882,344,0,0,0,0,0,32552,604446,1195610,170552,0,1256,754,1306,100598,1441944,457044,258,0,0,0,523490,602366,234704,157872,103184,70550,96038,214956,0,0,2116860,708,346,410,4,935990,20682,163398,106070,185600,,,,,,,,81620,30370.87,2116860,2116860,2126912,13480,2948,88908,903660,2003160,1209600,54952,2,52,0,1769376.0,0.0,232583.04,0,0,0,0,0,57668,447356,1154726,328294,12548,2430,138,158,164,2116860,,2474,328,22650,134354,65684,1277542,483008,16914,206,0,1848,956,1087698,216594,0,28932,0,32,1781976,1444,308,0,0,0,0,0,0,0,0,10156,21096,4096,0,0,60258,7454,728160,132734,0,0,0,0,370890,666.32,722,243912,348510,250556,119550,426110,431828,120592,34492,27590,20,0,0
neg,44498,,0,,0,0,0,0,0,0,2254,529664,2058186,223626,0,0,1386402,0,0,,0,0,2562350,2346030,308070,175946,0,0,0,0,0,0,0,0,0,0,0,12048,957686,313448,1530548,0,3858,2262,2406,3880,328080,2472596,648,0,0,0,1210800,562136,330860,188340,127420,180942,201366,11866,0,0,2870750,36,30,220,30,1386402,30276,115658,190522,117660,137680,0,0,0,0,0,0,47260,44497.27,2870750,2870750,,15430,554706,,445880,,1209600,0,,,,2602487.04,0.0,206834.88,,,0,0,0,87604,1621302,981280,100786,19632,3110,16,,0,2870750,,3666,502,120312,104438,320434,2109074,150226,5072,6,0,,,,,,,,,,1560,106,,,,,,,,,16340,69298,10542,0,0,101066,12124,10663900,1150974,0,0,0,0,,,,228192,444862,369926,237400,881008,549474,75932,17280,9460,196,0,0
neg,9172,,0,,0,0,0,0,0,0,30608,333898,229384,74320,14118,0,338986,0,0,0,668,1626,694006,634232,393124,33074,0,0,0,0,0,0,42004,13926,9754,19960,6708,59732,296530,183720,49994,0,1576,754,3962,6292,66800,602944,0,0,0,0,277228,178946,130838,39924,24994,18062,10682,1654,0,0,1088040,18,98,280,0,338986,4968,339682,51254,,,,,,,,,389480,9172.01,1088040,1088040,1058010,2251,26576,106590,1084320,682328,1209600,0,,,,521807.04,22759.68,140573.76,16,144,0,0,1330,84754,328468,169362,64220,33574,610,10,,26,1088040,,1962,328,810,55866,39906,386420,190848,6186,2,0,,,,,,,,,,1374,82,0,0,50,29222,0,0,0,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,8172040,725.6,726,167320,76534,46996,26062,278842,80218,4970,972,414,0,0,0
neg,1526,,0,,0,0,0,0,0,0,200,60190,44462,7262,0,0,49698,0,138,0,0,0,115726,106076,26368,4328,0,0,0,0,0,0,0,0,0,0,0,0,34844,77270,0,0,176,70,128,172,506,97738,13324,0,0,0,68944,31308,8026,2672,862,168,104,30,0,0,142158,2,278,6,10,49698,1050,13888,12314,,,,,,,,,25780,1525.87,142158,142158,144926,308,3474,13796,141560,112114,1209600,0,,,,87000.0,0.0,24865.92,,,0,0,0,20356,76600,13628,1342,176,12,0,,0,142158,,202,44,4092,6762,5850,76384,17128,1650,2,0,,,,,,,,,,194,46,0,0,0,0,0,0,0,0,642,142,38,0,0,2452,366,583380,60146,0,0,0,0,526000,,,26922,16342,6988,1660,3356,56524,138,88,96,0,0,0
neg,1850,,2130706436,86,0,0,0,0,0,0,444,14528,239554,388724,90,0,262976,0,0,0,0,0,606762,542568,78248,47070,0,0,0,0,336,84,0,0,0,0,0,0,54290,0,589050,0,780,416,318,380,14736,626690,20,0,0,0,410462,179406,31148,12204,5600,2988,1230,302,0,0,685208,16,54,58,0,262976,7666,15478,62494,,,,,,,,,76480,1849.21,685208,685208,685788,1453,5166,67460,682820,643340,1209600,27238,2,90,0,320550.72,20733.12,301393.92,0,200,0,0,0,9028,32830,427474,172114,1568,326,0,2,6,685208,,1326,168,31724,204022,35406,157490,197298,15082,824,0,104,236,86632,7588,0,5386,0,12,358312,3166,138,0,0,1370,21532,0,0,0,0,4554,0,0,0,0,9710,1252,5834280,607942,46754,5114,0,0,0,421.1,430,332454,282622,28132,110,22,0,0,0,0,0,0,0
neg,3218,,104,88,0,0,0,0,0,0,262,3046,110370,86710,178,0,74506,0,0,0,0,0,218166,205362,18914,7528,0,0,0,0,180,68,0,0,0,0,0,0,91366,109200,0,0,302,354,316,1702,63048,134834,10,0,0,0,99722,76784,16988,5486,920,324,256,86,0,0,237128,12,26,428,0,74506,1588,10508,8282,,,,,,,,,18420,3218.21,237128,237128,240834,657,216,23400,236400,200566,1209600,4500,2,6,0,173377.92,0.0,26963.52,0,0,0,0,0,724,58214,131586,8766,1080,196,0,0,4,237128,,412,48,6670,12452,5562,88490,83796,3028,108,0,148,278,174444,131338,0,22,0,16,175504,200,60,0,0,0,0,0,0,0,0,962,512,518,0,0,1732,354,1013780,101644,0,0,0,0,2218280,124.78,138,29264,25168,10936,4376,14780,114060,1854,86,42,0,0,0
neg,10170,,0,,0,0,0,0,0,0,160,163972,471002,36176,0,0,325322,0,124,0,0,0,619322,560560,112138,43576,0,0,0,0,0,0,0,0,0,0,0,7680,478698,148364,36568,0,2876,1550,1416,3510,29144,632764,46,4,0,0,313228,128512,76476,53174,35024,25458,18004,18062,3370,2,731604,16,12,370,0,325322,7922,58792,52688,,,,,,,,,110780,10170.03,731604,731604,722870,3310,5666,72232,730020,671310,1209600,0,,,,577124.16,0,92006.4,,,0,0,0,57770,452756,149132,9248,1998,396,10,,14,731604,,548,114,39810,48514,39230,486552,54470,2060,12,0,,,,,,,,,,462,64,0,0,0,0,0,0,0,0,3914,7082,1980,0,0,25966,3798,1286880,159422,0,0,0,0,9170180,,,98248,119524,76184,39418,77392,93934,93886,52768,19892,64,0,0
neg,12,0,48,28,0,0,0,0,0,0,1946,3014,2224,0,0,0,1340,0,0,0,378,806,9610,7598,5768,970,0,0,0,0,6,34,0,0,0,0,0,0,0,1714,5470,0,86,308,596,74,12,4934,1174,0,0,0,5748,422,146,56,36,186,394,76,34,86,15784,2,6,4,0,1340,152,2772,2946,,,,,,,,,5600,12.66,15784,15784,17304,26,0,1488,15640,7230,1209600,350,2,4,0,1992.96,0.0,4221.12,2,12,0,0,1332,2940,2126,272,514,0,0,0,0,6,15784,0,1036,10,12,26,988,468,4192,428,24,0,60,72,2538,88,0,0,0,0,2538,50,52,0,0,0,0,0,0,0,0,236,0,0,1900,556,58,24,4940,492,6092,12,0,0,0,0.96,44,5356,1428,232,66,60,30,12,0,0,0,0,0
neg,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,630,526,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1024,0,0,0,0,0,0,0,0,0,230,30,10,198,28,476,20,32,0,0,954,0,0,0,0,0,8,322,0,,,,,,,,,320,0.0,954,954,2712,11,0,92,920,1024,1209600,2,0,0,0,0,0,0,0,0,0,0,0,0,576,448,0,0,0,0,0,8,954,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,686,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,2,1024,0,0,0,0,0,0,0,0,0,0,0
neg,13552,,0,,0,0,0,0,0,0,792,72144,577024,212200,916,0,424162,0,0,0,0,0,810000,742068,130368,45564,0,0,0,0,0,0,0,0,0,0,0,0,296822,565014,1240,0,1942,360,752,1236,330754,525132,2900,0,0,0,374584,128486,81462,59590,46702,43850,60292,61530,6550,30,940600,28,124,374,10,424162,9666,78608,51444,,,,,,,,,128060,13552.16,940600,940600,932060,5532,20986,92526,937800,863076,1209600,0,,,,793967.04,0.0,66916.8,,,0,0,0,4216,349150,433016,71970,4276,448,0,,0,940600,,2082,182,10044,36994,76774,686918,48322,1750,10,0,,,,,,,,,,644,62,0,0,0,0,0,0,0,0,5188,18938,2690,0,0,31912,4456,2847220,315768,0,0,0,0,414860,,,71946,163964,123672,65992,184036,168316,49300,20190,15660,0,0,0
neg,39024,,1540,1342,0,0,0,0,0,0,272,470110,1395826,388280,34054,2342,1079574,0,0,0,0,0,1974408,1638192,392322,301144,0,0,0,0,2436,356,0,0,0,0,0,67852,1840580,380652,1800,0,3038,684,1274,357680,1554910,373292,6,0,0,0,502768,624944,211394,152016,105144,88478,142858,463234,48,0,2366988,1526,2748,1736,24,1079574,33490,201764,188834,207540,,,,,,,,181260,39024.14,2366988,2366988,2365486,19164,36002,113026,1153480,2290884,1209600,65094,0,72,0,2050546.56,0.0,237314.88,0,0,0,0,0,65304,820732,1129360,258438,14238,2626,186,2048,2098,2366988,,4306,344,21172,87836,102966,1106720,953422,13794,324,0,2416,970,1580324,566432,0,4570,0,22,2065704,1304,282,0,0,0,0,0,0,0,0,17754,31906,5310,0,0,56736,11260,1407120,245352,1096556,2706,0,0,38024110,576.96,764,250322,454540,230064,98720,173280,213208,154214,194110,486288,36138,0,0
neg,38548,,0,,0,0,0,0,0,0,18516,413068,1621840,277556,3926,0,1077420,0,0,0,592,720,2150780,1930980,521628,188112,0,0,0,0,0,0,0,0,0,0,0,54748,765316,803198,711644,0,3864,6404,9394,20610,1203944,1090672,18,0,0,0,883900,594098,289746,193868,135524,130266,101600,5904,0,0,2673236,58,144,742,0,1077420,30958,387856,132036,228040,256440,,,,,,,33120,38547.0,2673236,2673236,2675072,12654,11274,23560,249880,2334906,1209600,0,,,,2070469.44,0.0,261850.56,0,0,0,0,12116,154502,1330882,754954,76254,5040,1158,0,,0,2673236,,3666,308,36730,185474,131622,1542328,424168,10122,488,0,,,,,,,,,,1632,122,0,0,0,0,0,0,0,0,13754,26866,6642,0,0,82276,13030,5562460,591708,0,0,0,0,314490,615.38,742,276842,305064,230194,128418,370036,518916,347272,103544,54620,0,0,0
neg,4552,,0,,0,0,0,0,0,0,278,64556,157278,38850,0,0,115972,0,0,0,0,0,232384,203352,50720,19048,0,0,0,0,0,0,0,0,0,0,0,0,226520,28408,6034,0,6398,260,266,272,8118,245646,2,0,0,0,147016,79782,25606,5958,1066,1524,10,0,0,0,283206,0,314,228,52,115972,3942,16588,33966,,,,,,,,,49900,4551.32,283206,283206,287132,848,10714,27588,282300,260962,1209600,0,,,,227157.12,0.0,27476.16,2,62,0,0,0,37968,92302,127650,2454,442,146,0,,0,283206,,6570,82,7714,22628,8028,56220,156212,3364,144,0,,,,,,,,,,234,24,0,0,0,0,0,0,0,0,1822,1654,374,0,0,4390,882,210020,22150,0,0,0,0,3551320,249.6,202,35928,23306,10270,4988,11952,156446,762,904,13676,2730,0,0
